,id,sales,best_smape_test,best_model,model_exp,model_ml,feature_drop,smape_holt_test,smape_holt_train,smape_holt,smape_winter_test,smape_winter_train,smape_winter,xgboost_test,svr_test,xgboost_train,svr_train,xgboost_all,svr_all
0,176117,214.0,1.4732142857142856,ML,Holt's,xgboost,no,11.726844583987441,7.327904938199056,9.07088102426615,26.27568198996771,26.48944805194805,26.40474829154074,7.3015873015873005,7.3015873015873005,1.4732142857142856,4.146825396825397,3.7825696316262354,5.396825396825396
1,184623,315.0,2.842261904761904,ML,Holt's,xgboost,"['employee_nums', 'price']",10.181590895876608,11.587894081000698,11.03067961142323,9.590182615392699,13.191657803088724,11.764658200416713,6.199287795926451,6.3993678279392565,2.842261904761904,8.913690476190478,4.172404238996914,7.917449426883389
2,184626,337.0,5.050955988455988,ML,Winter's,xgboost,"['price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",9.097007489864634,8.783805741042583,8.90790454717962,8.131399024256169,7.094009630290589,7.505050710918459,5.637977413187497,5.73995876516885,5.050955988455988,5.416215728715729,5.283549383160926,5.544491271461304
3,244790,237.0,5.982142857142857,ML,Holt's,xgboost,"['employee_nums', 'price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",7.808012093726379,13.18031361000111,11.051665839401688,12.182539682539684,14.214427065989565,13.409339612169799,6.099773242630386,3.696145124716553,5.982142857142857,9.836309523809524,6.028751123090746,7.403414195867026
4,276612,337.0,2.668650793650794,ML,Winter's,xgboost,"['employee_nums', 'holiday_nums']",24.16202844774273,10.473072457249318,15.896998415746708,21.78107606679035,10.236874491225624,14.810992096638062,20.340136054421773,20.20408163265306,2.668650793650794,6.8495138515184975,9.670560047918539,12.140946368571816
5,301978,163.0,1.5625,ML,Holt's,xgboost,no,17.9536865251151,11.865079365079364,14.277546353018048,33.12736205593348,34.925595238095234,34.213087750823604,14.86016628873772,15.495086923658356,1.5625,2.083333333333333,6.831386642707398,7.397424378556454
6,318083,1126.0,10.550385667573167,ML,Holt's,xgboost,no,10.353509644322216,16.85964201895543,14.28174051202529,15.35111310134456,21.77327354594467,19.2286439358201,12.311201846498115,21.530599419200065,10.550385667573167,18.225507916473386,11.248067549788713,19.535072474157545
7,318084,1338.0,8.334742101814967,ML,Winter's,xgboost,"['employee_nums', 'price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",20.813545870841168,18.634123492045187,19.497668208171902,20.2064265566796,17.779181432893356,18.740920066846407,27.28699845119583,34.536419110623456,8.334742101814967,24.572693327898318,15.84412669307908,28.520584675770543
8,328510,811.0,8.190589294512787,ML,Holt's,xgboost,"['holiday_nums', 'price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",10.39345226959403,11.736639875118495,11.204433465382383,9.168292025434884,14.92124654482938,12.641773999408917,7.74326863612578,8.923212818685196,8.190589294512787,11.237437849211075,8.013349033642463,10.320480761644218
9,328519,341.0,7.879404951773372,ML,Winter's,xgboost,['price'],5.271998465275777,12.152812465312465,9.426452201146983,8.179567087130113,11.194326506826506,9.999799189588312,8.574914814410615,10.091931877646163,7.879404951773372,9.875541125541124,8.154984331308883,9.961280857507274
