,id,sales,best_smape_test,best_model,model_exp,model_ml,feature_drop,smape_holt_test,smape_holt_train,smape_holt,smape_winter_test,smape_winter_train,smape_winter,xgboost_test,svr_test,xgboost_train,svr_train,xgboost_all,svr_all
0,176117,214.0,3.027210884353742,ML,Holt's,xgboost,"['price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",12.762792762792763,8.103951759413945,9.07088102426615,31.129476584022036,25.167319453033738,26.40474829154074,6.06060606060606,9.090909090909092,3.027210884353742,4.429327286470143,3.656783468104223,5.396825396825396
1,184623,315.0,6.544355115783686,ML,Holt's,xgboost,"['employee_nums', 'holiday_nums', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",6.955569682842409,12.097970307003921,11.03067961142323,6.441336441336441,13.15886151827107,11.764658200416713,3.0735930735930737,3.0735930735930737,6.544355115783686,9.186078471792754,5.824008276838465,7.917449426883389
2,184626,337.0,5.143269428983715,ML,Winter's,xgboost,['employee_nums'],9.71697494424767,8.696005157471323,8.90790454717962,7.0654597927325185,7.620181665681446,7.505050710918459,5.137085137085137,5.137085137085137,5.143269428983715,5.559617786508542,5.141985896702879,5.471922330967835
3,244790,237.0,4.71655328798186,ML,Holt's,xgboost,no,5.1226551226551225,12.604501979501975,11.051665839401688,11.85786435786436,13.815678369249795,13.409339612169799,4.632034632034632,7.662337662337661,4.71655328798186,6.938775510204083,4.699011680143757,7.088948787061995
4,276612,337.0,6.489040060468633,ML,Winter's,xgboost,"['employee_nums', 'holiday_nums']",24.935064935064936,13.52988575592527,15.896998415746708,20.38961038961039,13.349925400859593,14.810992096638062,5.454545454545454,19.090909090909093,6.489040060468633,10.210552512831741,6.2743336328242,12.05364538752704
5,301978,163.0,6.349206349206349,ML,Holt's,xgboost,"['holiday_nums', 'price']",7.7581004853732125,15.985020270734557,14.277546353018048,17.88961038961039,38.488284202569915,34.213087750823604,9.216339216339216,10.894660894660895,6.349206349206349,6.481481481481481,6.9442716612527935,7.397424378556454
6,318083,1126.0,9.627237519374702,ML,Holt's,xgboost,"['holiday_nums', 'price', 'event_0', 'event_1', 'event_2', 'event_3', 'event_4', 'event_5', 'event_6']",7.9905014327040975,15.929445985180838,14.28174051202529,12.815910645282072,20.908169321437192,19.2286439358201,9.516906447595632,15.879223345452676,9.627237519374702,16.014125906002903,9.604338617684705,15.986127261360405
7,318084,1338.0,19.66910050711426,Exp,Winter's,svr,"['holiday_nums', 'price']",8.922064829657208,22.267469093020985,19.497668208171902,15.196958385823686,19.66910050711426,18.740920066846407,29.095748682089823,23.843100474350777,25.010775447358867,20.627624057569335,25.858600080982274,21.294987087467376
8,328510,811.0,3.266919310152393,ML,Holt's,xgboost,"['employee_nums', 'holiday_nums']",12.485161896926602,10.869004590454136,11.204433465382383,9.021811521811522,13.589859410208236,12.641773999408917,11.874791874791878,10.185231435231437,3.266919310152393,10.67851548766472,5.053458899039833,10.576135778669132
9,328519,341.0,7.452284209803006,ML,Winter's,xgboost,"['employee_nums', 'price']",3.4357561630288904,10.995444020654102,9.426452201146983,7.674850402123129,10.608714348210146,9.999799189588312,6.159698886971614,8.973551700824428,7.452284209803006,9.912258098348325,7.184011784309699,9.71743224225846
